time,close,MA,Volume,RSI,MACD,Sdev
2017-08-17T03:00:00+03:00,301.05,247.38903333333337,7721.05600479,63.10245456761736,19.786827699965556,39.61876396895175
2017-08-18T03:00:00+03:00,293.1,250.56403333333338,8855.75573207,59.47375332857816,18.766143137824145,37.823234010162096
2017-08-19T03:00:00+03:00,289.01,252.73700000000002,6987.77262938,57.6374247582236,17.42633451349309,34.23805561053333
2017-08-20T03:00:00+03:00,298.4,255.37293333333335,3556.26476689,60.64201252557368,16.927096024191087,30.520688104095765
2017-08-21T03:00:00+03:00,319.31,258.32963333333333,24754.48979057,66.3632468277241,18.01108756648506,29.40995232655103
2017-08-22T03:00:00+03:00,312.22,261.2233333333333,17151.96529224,63.01821807522764,18.089530084618673,26.22840636580817
2017-08-23T03:00:00+03:00,315.61,264.2592,11551.1216036,63.953774889412124,18.215266757405743,22.719303187817694
2017-08-24T03:00:00+03:00,323.84,268.1868,8279.52755141,66.18998456592783,18.762721224604718,17.422590090454275
2017-08-25T03:00:00+03:00,329,272.3435,9866.78209119,67.54927327301314,19.38944228893888,15.581619855699403
2017-08-26T03:00:00+03:00,332.38,276.60740000000004,8164.81142142,68.44421951373954,19.929130390181456,14.658561977476875
2017-08-27T03:00:00+03:00,347.55,281.7397666666667,8115.97762703,72.15581467957654,21.3349928012384,15.220258176521776
2017-08-28T03:00:00+03:00,346.68,286.37050000000005,14196.59651634,71.63542595626325,22.123916424701918,17.07868683732675
2017-08-29T03:00:00+03:00,372.37,292.2132666666667,24406.09679048,76.92705219356208,24.539239304342004,21.48321966297179
2017-08-30T03:00:00+03:00,383.03,298.2183666666667,33918.4465685,78.70254300409472,27.002307209423634,25.849636331049187
2017-08-31T03:00:00+03:00,388,303.5756666666667,15445.38329735,79.49479497563163,29.020809901901544,29.788770502658576
2017-09-01T03:00:00+03:00,390,309.25006666666667,21656.4303218,79.82011629727643,30.431080559519273,33.04247304375868
2017-09-02T03:00:00+03:00,351.5,313.44606666666664,29696.73424378,60.06480420766523,28.117975455834937,32.82210621406777
2017-09-03T03:00:00+03:00,350.62,317.7015333333333,24080.45415912,59.70108986762215,25.915081423537117,32.45261736378126
2017-09-04T03:00:00+03:00,300,319.27343333333334,46192.45809245,43.415341179288866,19.855776054374587,31.867101260548342
2017-09-05T03:00:00+03:00,316.54,321.01103333333333,31763.82307242,48.371164829200566,16.20161058218889,31.22939776476706
2017-09-06T03:00:00+03:00,337.36,323.2878666666667,27081.57622229,53.85034412933082,14.814881387944354,30.362007081219286
2017-09-07T03:00:00+03:00,335.82,324.62683333333337,22030.97389679,53.398924567032,13.436733086038316,28.81467379652253
2017-09-08T03:00:00+03:00,305.86,324.8591666666667,38661.09094919,45.42155578123039,9.813890592111477,27.621959104126233
2017-09-09T03:00:00+03:00,303.81,325.0147,12409.00343127,44.92698194320304,6.700109258213104,27.25885223188946
2017-09-10T03:00:00+03:00,298,324.6918,38810.91494963,43.481925354255864,3.7207066831279008,28.365538153717477
2017-09-11T03:00:00+03:00,297.32,324.25003333333336,19404.5510051,43.30635680399973,1.2897706863161034,29.190505044448564
2017-09-12T03:00:00+03:00,293.85,324.0881,31113.19204216,42.36627958139211,-0.9063161566141389,30.3236032283434
2017-09-13T03:00:00+03:00,275.25,323.24353333333335,49227.22144466,37.64859591142221,-4.100329310971233,32.96592029657288
2017-09-14T03:00:00+03:00,223.4,321.0293333333333,71254.52515182,28.216110589438287,-10.692216206140245,40.69410056752716
