time,close,MA,Volume,RSI,MACD,Sdev
2016-01-01T02:00:00+02:00,433.82,428.8643333333329,3788.11117403,54.44671289385956,8.049638956671117,14.473767995933978
2016-01-02T02:00:00+02:00,433.55,431.2686666666662,2972.06344941,54.31514690106147,7.504678906768959,14.460211063471057
2016-01-03T02:00:00+02:00,431.04,433.51599999999956,4533,53.03220696703441,6.791964578135946,14.629027855607047
2016-01-04T02:00:00+02:00,434.17,435.05499999999955,5843.1741748,54.4762453550552,6.405855465068726,13.63756356539221
2016-01-05T02:00:00+02:00,432.43,436.52799999999957,3881.72086194,53.49165803458872,5.891543704516664,13.167452145351351
2016-01-06T02:00:00+02:00,429.56,437.66066666666626,5507.61422616,51.82775950455494,5.192506926824706,12.616103548646535
2016-01-07T02:00:00+02:00,457,438.96433333333283,16833.44632679,63.51357417846201,6.774600540578035,12.10797897050381
2016-01-08T02:00:00+02:00,452.7,440.1549999999996,10258.99458512,61.015687733138286,7.593909206161641,11.295597582696043
2016-01-09T02:00:00+02:00,448.84,441.26399999999956,4396.24860968,58.780852294000525,7.841357201064341,11.554843778700995
2016-01-10T02:00:00+02:00,448.79,441.1223333333329,4078.6106536,58.750834037917215,7.94187791272816,11.862359577680234
2016-01-11T02:00:00+02:00,448,441.51599999999956,7986.45843121,58.244720545130036,7.86710778183533,12.094734091749405
2016-01-12T02:00:00+02:00,434.85,441.57533333333294,6933.04240287,50.453452989153305,6.669870696015209,12.053507331901024
2016-01-13T02:00:00+02:00,432.64,441.2179999999996,10066.88954223,49.26082650032747,5.479558213437997,11.37021332254743
2016-01-14T02:00:00+02:00,429.55,440.0519999999996,4420.91215991,47.56774821803723,4.23803637422867,10.531498231508865
2016-01-15T02:00:00+02:00,360,436.85633333333294,37326.70141432,25.949305076106455,-2.3311107804137237,19.165169311806725
2016-01-16T02:00:00+02:00,386.91,434.54766666666626,25019.25199338,37.73960699451745,-5.3046464624792975,21.45821872850202
2016-01-17T02:00:00+02:00,380.16,431.8043333333329,8416.94363516,36.18335686069885,-8.11234938760208,24.03211842514513
2016-01-18T02:00:00+02:00,385.49,429.2606666666663,7015.52993593,38.345358047828135,-9.7944830253752,25.737034653398045
2016-01-19T02:00:00+02:00,376.76,427.0679999999996,7223.00324222,36.18313786337196,-11.697186211375538,27.868894465877528
2016-01-20T02:00:00+02:00,416.32,426.3429999999996,25172.91741973,49.954549143630146,-9.898823337599424,27.85289857447921
2016-01-21T02:00:00+02:00,409.59,425.4799999999996,9414.55707188,48.0546864496737,-8.91390856939762,27.866737856273605
2016-01-22T02:00:00+02:00,382.55,423.4796666666663,14744.75776264,41.264253429368445,-10.197705733120983,28.95214722175531
2016-01-23T02:00:00+02:00,386.4,421.1929999999996,7664.89092786,42.50989627982129,-10.780194043922904,29.64023354749838
2016-01-24T02:00:00+02:00,402.16,419.4146666666663,5448.94521306,47.42518431191959,-9.85650033821014,29.514164650218003
2016-01-25T02:00:00+02:00,390.9,418.5316666666662,8040.83085605,44.49791675140944,-9.918717516489778,29.67776394457986
2016-01-26T02:00:00+02:00,391.77,417.5319999999995,6589.15355032,44.78151492241041,-9.785027641734644,29.763511200802434
2016-01-27T02:00:00+02:00,394.95,416.64833333333286,4262.98712728,45.87025122293493,-9.315099362177364,27.995523977061776
